type,beta,h,m,q0,q1,p,err,complexity_p1,average,replicon,entropy,computed_m
finite M,1.4,-0.5290216283668429,0.38,0.15973055161078875,0.15973055161078872,0.0011133542037441062,9.315443916365919e-7,-1.1102230246251565e-16,1.1526358118764433,0.460685503305869,0.6069606472661147,0.38000000872685263
finite M,1.5,-0.5136240851352162,0.38,0.16421778912071347,0.16421778912071347,0.0011133542037441062,5.240463366846455e-7,-2.220446049250313e-16,1.2198668739920868,0.39574945104674397,0.5999550254669004,0.38065680980113226
finite M,1.6,-0.5075966306249184,0.38,0.16421787517848938,0.16421787517848938,0.0011133542037441062,9.942923640383776e-7,-3.3306690738754696e-16,1.3011910190788043,0.342734489759898,0.5908795039010657,0.380000012354336
finite M,1.7,-0.5002810659665611,0.38,0.1666355335423023,0.1666355335423023,0.0011133542037441062,9.716400369245105e-7,-0.0,1.3730984642231496,0.29898598105209834,0.582314211810161,0.3800000137332099
finite M,1.8,-0.49464319862238293,0.38,0.1691585660955869,0.1691585660955869,0.0011133542037441062,9.476847861216549e-7,-3.3306690738754696e-16,1.4433080549146327,0.26248483789422544,0.5734443255889776,0.3800000151292334
finite M,1.9,-0.490357973288312,0.38,0.171778153223266,0.17177815322326598,0.0011133542037441062,9.216982611530392e-7,-1.1102230246251565e-16,1.5117403430947913,0.23174631634343718,0.5643049694462268,0.38000001651381865
finite M,2.0,-0.4871653588947364,0.38,0.17448508623951847,0.17448508623951844,0.0011133542037441062,9.765777241356188e-7,-2.220446049250313e-16,1.5783234720219919,0.2056463158020454,0.5549319216489408,0.380000019522582
finite M,2.1,-0.48485589101346993,0.38,0.17726925045087633,0.1772692504508763,0.0011133542037441062,9.413520270910626e-7,-0.0,1.6429971397065615,0.18332093139031208,0.5453608034311985,0.3800000208846694
finite M,2.2,-0.4832588379202797,0.38,0.18012085489238414,0.18012085489238414,0.0011133542037441062,9.857999715344805e-7,1.1102230246251565e-16,1.705708107979507,0.16409728860446404,0.5356274456259846,0.38000002415248013
finite M,2.3,-0.4822352000925026,0.38,0.18302928098015092,0.18302928098015087,0.0011133542037441062,9.400772405246658e-7,-1.1102230246251565e-16,1.7664172389123594,0.14744486799560258,0.5257665406972534,0.38000002531858296
finite M,2.4,-0.4816703904506309,0.38,0.18598453510824128,0.18598453510824128,0.0011133542037441062,9.720673504782781e-7,-2.220446049250313e-16,1.8250928426687762,0.13294082732379559,0.5158123653570567,0.3800000286560428
finite M,2.5,-0.48147060503660133,0.38,0.18897622587963891,0.18897622587963891,0.0011133542037441062,9.983149564163335e-7,3.3306690738754696e-16,1.881717210046532,0.12024473495156127,0.5057974131676299,0.3800000320842082
finite M,2.6,-0.48155871753576934,0.38,0.19199417672311767,0.1919941767231176,0.0011133542037441062,9.354174167269212e-7,-1.1102230246251565e-16,1.936284029580831,0.10908003228998309,0.4957524551487422,0.38000003265120164
finite M,2.7,-0.48187071916759894,0.38,0.19502909509446256,0.19502909509446256,0.0011133542037441062,9.487816677077672e-7,-1.1102230246251565e-16,1.9887940483373594,0.09922021795348629,0.48570705275840315,0.38000003584207453
finite M,2.8,-0.48235452095212383,0.38,0.19807161710369936,0.19807161710369933,0.0011133542037441062,9.564104042230597e-7,-1.1102230246251565e-16,2.0392616107630985,0.090478343374643,0.47568805625339433,0.3800000389721947
finite M,2.9,-0.48296728058882343,0.38,0.2011130937206816,0.20111309372068154,0.0011133542037441062,9.584781224607904e-7,-2.220446049250313e-16,2.08770926765152,0.08269906717231283,0.4657203128387592,0.38000004199598814
finite M,3.0,-0.48367400936084876,0.38,0.2041454846603481,0.20414548466034807,0.0011133542037441062,9.552947371437422e-7,1.1102230246251565e-16,2.134168028243593,0.07575248906171476,0.45582638014190857,0.3800000448728949
finite M,3.1,-0.4844462628435938,0.38,0.20716140590494297,0.2071614059049429,0.0011133542037441062,9.472760714999032e-7,-4.440892098500626e-16,2.1786763912798564,0.06952935208355013,0.4460264953583631,0.380000047568568
finite M,3.2,-0.4852610477252448,0.38,0.2101541586400198,0.21015415864001974,0.0011133542037441062,9.349827333364741e-7,-1.1102230246251565e-16,2.2212793264555217,0.06393727006095609,0.4363385906445879,0.3800000500593011
finite M,3.3,-0.48609962155862557,0.38,0.21311793593975265,0.21311793593975262,0.0011133542037441062,9.981062748908336e-7,-3.3306690738754696e-16,2.262025344574601,0.05889774524690573,0.42677880061813195,0.3800000568326754
finite M,3.4,-0.4869478539796751,0.38,0.21604703540085593,0.2160470354008559,0.0011133542037441062,9.768480741820854e-7,-2.220446049250313e-16,2.3009730393442136,0.05434373899310685,0.4173597642979867,0.38000005901301637
finite M,3.5,-0.4877938933675482,0.38,0.21893702074478538,0.21893702074478535,0.0011133542037441062,9.52699242650354e-7,1.1102230246251565e-16,2.3381789010795773,0.050217803134444024,0.40809336912365274,0.3800000609242514
finite M,3.6,-0.48862873659147366,0.38,0.22178390928040573,0.22178390928040567,0.0011133542037441062,9.263111053045905e-7,-0.0,2.3737038178911556,0.046470480408935075,0.39898915887182107,0.3800000625706036
finite M,3.7,-0.48944516248018594,0.38,0.22458453471081666,0.22458453471081663,0.0011133542037441062,9.751225893143994e-7,-5.551115123125783e-16,2.4076081097249737,0.043059049147390074,0.39005551705739,0.38000006943304354
finite M,3.8,-0.49023867701762086,0.38,0.22733569736482465,0.22733569736482456,0.0011133542037441062,9.430977731784658e-7,-1.1102230246251565e-16,2.439960018517076,0.0399464405997386,0.3812973679806207,0.3800000706507649
finite M,3.9,-0.4910048355161497,0.38,0.2300355505268044,0.23003555052680436,0.0011133542037441062,9.881097262708187e-7,-1.1102230246251565e-16,2.4708186802350216,0.03710044111927904,0.37272069039106887,0.3800000777360154
finite M,4.0,-0.4917417630341079,0.38,0.23268189521185598,0.23268189521185592,0.0011133542037441062,9.518342106189449e-7,-3.3306690738754696e-16,2.500253064837089,0.0344929015187975,0.3643273768473205,0.3800000785017833
finite M,4.1,-0.49244700546662074,0.38,0.23527382494467436,0.23527382494467433,0.0011133542037441062,9.93824234009448e-7,-2.220446049250313e-16,2.5283208581246623,0.03209921541421607,0.3561211269061597,0.38000008578524047
finite M,4.2,-0.49312040429150245,0.38,0.23780996171236518,0.2378099617123651,0.0011133542037441062,9.54548346217948e-7,-3.3306690738754696e-16,2.5550898397751145,0.02989774503987706,0.34810136540244,0.38000008610043484
finite M,4.3,-0.4937607525886196,0.38,0.2402901553501325,0.24029015535013243,0.0011133542037441062,9.942707658866824e-7,2.220446049250313e-16,2.5806146630178644,0.0278694760207156,0.34027007810936066,0.380000093577508
finite M,4.4,-0.4943689887537289,0.38,0.24271367700025268,0.24271367700025262,0.0011133542037441062,9.530492530803685e-7,-4.440892098500626e-16,2.6049606120974724,0.0259975892027961,0.33262472724889963,0.38000009346058883
finite M,4.5,-0.4949446477382412,0.38,0.24508096417082967,0.24508096417082964,0.0011133542037441062,9.911805460432077e-7,-4.440892098500626e-16,2.628178286045251,0.02426723416812161,0.32516608031167027,0.38000010114182703
finite M,4.6,-0.4954893460951977,0.38,0.2473917836243528,0.2473917836243527,0.0011133542037441062,9.488579294725861e-7,-0.0,2.6503296732530655,0.022665201735123514,0.31789006635911365,0.3800001006215479
finite M,4.7,-0.4960030225886454,0.38,0.24964701427755367,0.24964701427755362,0.0011133542037441062,9.85975192087693e-7,-0.0,2.6714607398395005,0.021179778587054516,0.310796651983119,0.3800001085281977
finite M,4.8,-0.49648769384280345,0.38,0.25184678771420255,0.25184678771420255,0.0011133542037441062,9.431983326910317e-7,-3.3306690738754696e-16,2.6916297679126004,0.019800490558058013,0.3038805833853644,0.38000010763825703
finite M,4.9,-0.49694348037142055,0.38,0.25399230250333826,0.2539923025033382,0.0011133542037441062,9.797781064914124e-7,-2.220446049250313e-16,2.7108778415398773,0.018518013348934135,0.29714136758846843,0.38000011579869286
finite M,5.0,-0.4973726182060636,0.38,0.2560839475494855,0.25608394754948544,0.0011133542037441062,9.370221452335376e-7,2.220446049250313e-16,2.7292594116160807,0.01732396648659574,0.2905728434948681,0.380000114573894
finite M,5.1,-0.49777526694445356,0.38,0.25812314292787,0.25812314292787,0.0011133542037441062,9.734499814845196e-7,-0.0,2.746810662975733,0.016210863210029416,0.2841743314890113,0.3800001230209984
finite M,5.2,-0.4981537680485357,0.38,0.26011044898542707,0.260110448985427,0.0011133542037441062,9.310485555354692e-7,-7.771561172376096e-16,2.7635822888415364,0.015171941310891491,0.277938972374314,0.38000012149471835
finite M,5.3,-0.49850823114894405,0.38,0.26204743027560107,0.262047430275601,0.0011133542037441062,9.676329801898098e-7,1.1102230246251565e-16,2.7796057113265675,0.014201140596727821,0.2718661144645047,0.3800001302640971
finite M,5.4,-0.49884103427937004,0.38,0.2639347515887474,0.26393475158874735,0.0011133542037441062,9.258074904165894e-7,-3.3306690738754696e-16,2.7949280698091803,0.013292960991449061,0.26594835306718345,0.3800001284667756
finite M,5.5,-0.4991521837269838,0.38,0.2657740629222085,0.26577406292220845,0.0011133542037441062,9.627946560708588e-7,-3.3306690738754696e-16,2.8095762543491745,0.012442459538918798,0.2601852310570042,0.3800001375956303
finite M,5.6,-0.49944405538690867,0.38,0.26756608232848356,0.26756608232848345,0.0011133542037441062,9.216804393874297e-7,-8.881784197001252e-16,2.823594133582884,0.011645128944665357,0.2545689039120813,0.38000013555404194
finite M,5.7,-0.4997165206625094,0.38,0.269312501589205,0.2693125015892049,0.0011133542037441062,9.59449031095383e-7,-2.220446049250313e-16,2.8370043350433365,0.010896908509800036,0.2490992423992966,0.3800001451079665
finite M,5.8,-0.4999712611801001,0.38,0.2710143010571553,0.2710143010571552,0.0011133542037441062,9.990657089459505e-7,4.440892098500626e-16,2.8498423961946653,0.010194085658919428,0.243770285410846,0.38000015527116915
finite M,5.9,-0.5002100284930229,0.38,0.2726724360147466,0.27267243601474656,0.0011133542037441062,9.574754897125894e-7,-6.661338147750939e-16,2.862143224119982,0.009533279305649171,0.2385755295872698,0.3800001528112315
finite M,6.0,-0.500432412822419,0.38,0.27428862276746946,0.2742886227674694,0.0011133542037441062,9.979584418087173e-7,-6.661338147750939e-16,2.8739231892101755,0.008911428319181465,0.2335156974407716,0.3800001634510617
finite M,6.1,-0.500640787779608,0.38,0.27586354563275006,0.27586354563275,0.0011133542037441062,9.571977031362596e-7,-4.440892098500626e-16,2.8852199138826773,0.008325707759051323,0.2285818715988911,0.3800001607877419
finite M,6.2,-0.5008345855251188,0.38,0.2773988984746193,0.2773988984746193,0.0011133542037441062,9.986715514165718e-7,-2.220446049250313e-16,2.8960462394419726,0.007773562067682156,0.2237753234070814,0.38000017194530894
finite M,6.3,-0.5010161630874896,0.38,0.27889532367243464,0.2788953236724346,0.0011133542037441062,9.584873846149853e-7,-2.220446049250313e-16,2.906437743296274,0.007252621839375195,0.2190867837584286,0.38000016905226314
finite M,6.4,-0.5011855711644448,0.38,0.2803542240127105,0.28035422401271043,0.0011133542037441062,9.20500796835288e-7,-0.0,2.9164103746584367,0.006760734380825573,0.21451518860611096,0.3800001662213499
finite M,6.5,-0.5013428179730174,0.38,0.2817769611027287,0.28177696110272865,0.0011133542037441062,9.618385008925097e-7,-0.0,2.9259787897931004,0.0062959217292408234,0.21005977380981689,0.3800001777313034
finite M,6.6,-0.5014901813970714,0.38,0.2831641176312584,0.28316411763125837,0.0011133542037441062,9.245519546084753e-7,4.440892098500626e-16,2.935175515293156,0.005856344850227881,0.20571098163671309,0.38000017473178
finite M,6.7,-0.5016267754043711,0.38,0.2845172639635173,0.28451726396351906,0.0011133542037441062,9.670718725519953e-7,-2.220446049250313e-16,2.944006285283785,0.005440335769432331,0.20147141286364012,0.38000018683881315
